0: d0, <-2($73), ->1($17)
14536: d605, <-15818($101), ->15817($63)
14537: d260, <-5650($62), ->5649($60)
14538: d260, <-7608($82), ->7607($6)
14539: d677, <-24734($90), ->24733($11)
14540: d677, <-7396($15), ->7395($64)
14541: d346, <-154($82), ->153($57)
14542: d346, <-18094($87), ->18093($68)
14543: d139, <-23024($91), ->23023($63)
14544: d139, <-4162($14), ->4161($15)
14545: d521, <-13858($32), ->13857($57)
14546: d521, <-16320($15), ->16319($68)
14547: d568, <-15070($40), ->15069($87)
14548: d568, <-13968($67), ->13967($43)
14549: d221, <-9638($40), ->9637($41)
14550: d221, <-13990($100), ->13989($86)
14551: d521, <-280($44), ->279($86)
14552: d521, <-7292($99), ->7291($82)
14553: d742, <-9094($57), ->9093($60)
14554: d742, <-6952($2), ->6951($73)
14555: d108, <-14282($36), ->14281($49)
14556: d108, <-20332($67), ->20331($50)
14557: d672, <-12150($48), ->12149($40)
14558: d672, <-23934($30), ->23933($52)
14559: d793, <-20834($75), ->20833($91)
14560: d793, <-21804($66), ->21803($5)
14561: d502, <-7976($71), ->7975($1)
14562: d502, <-17472($13), ->17471($84)
14563: d403, <-18486($25), ->18485($7)
14564: d403, <-17260($11), ->17259($39)
14565: d118, <-20430($32), ->20429($94)
14566: d118, <-15392($9), ->15391($43)
14567: d528, <-1588($101), ->1587($89)
14568: d528, <-22978($64), ->22977($57)
14569: d241, <-15428($19), ->15427($11)
14570: d241, <-9528($29), ->9527($39)
14571: d654, <-19178($93), ->19177($62)
14572: d654, <-15158($30), ->15157($47)
14573: d67, <-15072($78), ->15071($77)
14574: d67, <-21812($50), ->21811($71)
14575: d718, <-25150($38), ->25149($26)
14576: d718, <-11412($84), ->11411($97)
14577: d770, <-11798($70), ->11797($87)
14578: d770, <-16578($68), ->16577($24)
14579: d515, <-18916($91), ->18915($98)
14580: d515, <-4304($9), ->4303($69)
14581: d743, <-18848($25), ->18847($88)
14582: d743, <-15644($80), ->15643($79)
14583: d651, <-15738($8), ->15737($42)
14584: d651, <-970($43), ->969($50)
14585: d625, <-3028($27), ->3027($46)
14586: d625, <-13010($53), ->13009($35)
14587: d380, <-4460($30), ->4459($36)
14588: d380, <-15396($45), ->15395($54)
14589: d23, <-6790($19), ->6789($68)
14590: d23, <-11272($3), ->11271($5)
14591: d524, <-15586($35), ->15585($21)
14592: d524, <-6258($24), ->6257($86)
14593: d536, <-5066($51), ->5065($32)
14594: d536, <-17366($88), ->17365($95)
14595: d572, <-16330($53), ->16329($73)
14596: d572, <-12602($69), ->12601($45)
14597: d192, <-7388($67), ->7387($3)
14598: d192, <-22594($35), ->22593($38)
14599: d112, <-18122($82), ->18121($30)
14600: d112, <-14494($75), ->14493($34)
14601: d84, <-376($98), ->375($85)
14602: d84, <-8858($77), ->8857($28)
14603: d153, <-21238($97), ->21237($33)
14604: d153, <-9750($88), ->9749($90)
14605: d696, <-5942($30), ->5941($82)
14606: d696, <-11440($28), ->11439($38)
14607: d489, <-3812($18), ->3811($69)
14608: d489, <-13766($57), ->13765($55)
14609: d534, <-10702($84), ->10701($80)
14610: d534, <-694($39), ->693($95)
14611: d40, <-954($55), ->953($62)
14612: d40, <-25090($14), ->25089($50)
14613: d783, <-16990($24), ->16989($21)
14614: d783, <-18130($32), ->18129($75)
14615: d531, <-1392($54), ->1391($86)
14616: d531, <-20984($79), ->20983($11)
14617: d655, <-2084($18), ->2083($11)
14618: d655, <-636($92), ->635($98)
14619: d675, <-16446($71), ->16445($39)
14620: d675, <-1150($45), ->1149($16)
14621: d164, <-3096($58), ->3095($96)
14622: d164, <-14218($18), ->14217($63)
14623: d457, <-7074($54), ->7073($2)
14624: d457, <-8606($90), ->8605($84)
14625: d18, <-13178($60), ->13177($36)
14626: d18, <-19880($85), ->19879($89)
14627: d530, <-2496($80), ->2495($20)
14628: d530, <-17958($48), ->17957($11)
14629: d431, <-11996($82), ->11995($63)
14630: d431, <-17616($76), ->17615($39)
14631: d465, <-23202($40), ->23201($91)
14632: d465, <-13114($84), ->13113($31)
14633: d25, <-13332($69), ->13331($3)
14634: d25, <-22392($37), ->22391($88)
14635: d714, <-536($73), ->535($70)
14636: d714, <-11876($60), ->11875($81)
14637: d178, <-23892($27), ->23891($66)
14638: d178, <-22146($12), ->22145($74)
14639: d772, <-19306($30), ->19305($56)
14640: d772, <-164($77), ->163($45)
14641: d126, <-2364($35), ->2363($40)
14642: d126, <-7566($97), ->7565($87)
14643: d106, <-23016($72), ->23015($18)
14644: d106, <-9168($23), ->9167($76)
14645: d697, <-16898($3), ->16897($54)
14646: d697, <-15138($68), ->15137($57)
14647: d612, <-7450($79), ->7449($21)
14648: d612, <-16448($28), ->16447($38)
14649: d277, <-9250($61), ->9249($16)
14650: d277, <-11698($32), ->11697($17)
14651: d364, <-24220($31), ->24219($40)
14652: d364, <-14870($19), ->14869($23)
14653: d466, <-24718($52), ->24717($72)
14654: d466, <-18170($95), ->18169($50)
14655: d62, <-13848($72), ->13847($88)
14656: d62, <-19314($29), ->19313($74)
14657: d474, <-7610($56), ->7609($77)
14658: d474, <-9788($52), ->9787($86)
14659: d26, <-11148($97), ->11147($58)
14660: d26, <-19132($6), ->19131($7)
14661: d725, <-9562($89), ->9561($100)
14662: d725, <-19682($7), ->19681($67)
14663: d729, <-7606($26), ->7605($51)
14664: d729, <-3592($25), ->3591($43)
14665: d554, <-23472($100), ->23471($44)
14666: d554, <-7728($80), ->7727($86)
14667: d319, <-7590($77), ->7589($46)
14668: d319, <-546($61), ->545($38)
14669: d587, <-502($57), ->501($22)
14670: d587, <-1564($83), ->1563($4)
14671: d477, <-22654($70), ->22653($60)
14672: d477, <-17166($7), ->17165($67)
14673: d773, <-25370($19), ->25369($87)
14674: d773, <-15768($98), ->15767($49)
14675: d68, <-20008($59), ->20007($8)
14676: d68, <-6838($6), ->6837($77)
14677: d143, <-5432($51), ->5431($4)
14678: d143, <-16000($6), ->15999($42)
14679: d401, <-7342($5), ->7341($79)
14680: d401, <-14936($62), ->14935($28)
14681: d192, <-13786($21), ->13785($66)
14682: d192, <-9656($58), ->9655($3)
14683: d373, <-10138($56), ->10137($55)
14684: d373, <-21648($91), ->21647($75)
14685: d217, <-8814($56), ->8813($69)
14686: d217, <-2304($78), ->2303($59)
14687: d245, <-21778($55), ->21777($26)
14688: d245, <-17876($49), ->17875($15)
14689: d629, <-11746($48), ->11745($17)
14690: d629, <-9932($41), ->9931($46)
14691: d150, <-17732($63), ->17731($6)
14692: d150, <-23148($10), ->23147($47)
14693: d65, <-19452($39), ->19451($84)
14694: d65, <-12696($89), ->12695($63)
14695: d405, <-12290($32), ->12289($79)
14696: d405, <-16520($72), ->16519($76)
14697: d176, <-10816($98), ->10815($66)
14698: d176, <-12244($8), ->12243($46)
14699: d367, <-25326($14), ->25325($62)
14700: d367, <-2606($47), ->2605($16)
14701: d348, <-18772($36), ->18771($25)
14702: d348, <-22048($37), ->22047($74)
14703: d436, <-20910($70), ->20909($75)
14704: d436, <-7144($57), ->7143($36)
14705: d143, <-7154($2), ->7153($79)
14706: d143, <-7228($42), ->7227($21)
14707: d476, <-16096($56), ->16095($9)
14708: d476, <-3072($27), ->3071($75)
14709: d196, <-17202($89), ->17201($60)
14710: d196, <-11252($89), ->11251($20)
14711: d170, <-2970($93), ->2969($8)
14712: d170, <-10116($26), ->10115($55)
14713: d304, <-10922($22), ->10921($43)
14714: d304, <-4262($49), ->4261($12)
14715: d282, <-10458($23), ->10457($28)
14716: d282, <-10254($81), ->10253($45)
14717: d403, <-8362($6), ->8361($63)
14718: d403, <-8378($89), ->8377($76)
14719: d637, <-16564($90), ->16563($39)
14720: d637, <-22740($58), ->22739($68)
14721: d57, <-19454($23), ->19453($52)
14722: d57, <-6176($76), ->6175($94)
14723: d624, <-2258($14), ->2257($19)
14724: d624, <-17548($83), ->17547($62)
14725: d174, <-9516($29), ->9515($76)
14726: d174, <-22492($24), ->22491($17)
14727: d623, <-16734($81), ->16733($7)
14728: d623, <-18940($12), ->18939($56)
14729: d652, <-2180($100), ->2179($24)
14730: d652, <-11534($74), ->11533($45)
14731: d679, <-800($82), ->799($99)
14732: d679, <-11192($67), ->11191($95)
14733: d497, <-5904($77), ->5903($35)
14734: d497, <-1130($9), ->1129($49)
14735: d595, <-168($7), ->167($87)
14736: d595, <-1212($3), ->1211($31)
14737: d165, <-24132($42), ->24131($97)
14738: d165, <-850($70), ->849($57)
14739: d669, <-6902($82), ->6901($12)
14740: d669, <-2652($91), ->2651($58)
14741: d680, <-25088($21), ->25087($7)
14742: d680, <-8542($50), ->8541($8)
14743: d663, <-15292($13), ->15291($14)
14744: d663, <-3410($38), ->3409($78)
14745: d602, <-1860($85), ->1859($21)
14746: d602, <-762($7), ->761($48)
14747: d669, <-22970($16), ->22969($17)
14748: d669, <-4970($73), ->4969($28)
14749: d372, <-19988($88), ->19987($59)
14750: d372, <-3082($22), ->3081($61)
14751: d498, <-10894($9), ->10893($92)
14752: d498, <-22064($42), ->22063($21)
14753: d765, <-3398($57), ->3397($89)
14754: d765, <-2406($66), ->2405($47)
14755: d489, <-10690($41), ->10689($91)
14756: d489, <-3812($18), ->3811($69)
14757: d569, <-8400($33), ->8399($48)
14758: d569, <-12060($7), ->12059($42)
14759: d345, <-21172($65), ->21171($92)
14760: d345, <-3186($20), ->3185($13)
14761: d101, <-15260($57), ->15259($22)
14762: d101, <-22878($52), ->22877($45)
14763: d157, <-12332($56), ->12331($51)
14764: d157, <-1894($1), ->1893($33)
14765: d79, <-1666($28), ->1665($21)
14766: d79, <-10502($1), ->10501($9)
14767: d700, <-5512($1), ->5511($55)
14768: d700, <-3818($80), ->3817($54)
14769: d94, <-14922($41), ->14921($9)
14770: d94, <-1070($3), ->1069($78)
14771: d437, <-3520($67), ->3519($61)
14772: d437, <-12890($40), ->12889($27)
14773: d105, <-788($34), ->787($22)
14774: d105, <-9886($85), ->9885($48)
14775: d511, <-14406($49), ->14405($59)
14776: d511, <-17570($54), ->17569($34)
14777: d7, <-18234($13), ->18233($46)
14778: d7, <-2380($77), ->2379($27)
14779: d717, <-3454($23), ->3453($45)
14780: d717, <-7492($92), ->7491($31)
14781: d11, <-14484($70), ->14483($67)
14782: d11, <-20620($78), ->20619($61)
14783: d579, <-11312($11), ->11311($29)
14784: d579, <-4326($55), ->4325($79)
14785: d509, <-19734($75), ->19733($22)
14786: d509, <-10450($38), ->10449($52)
14787: d345, <-23560($90), ->23559($60)
14788: d345, <-24258($86), ->24257($41)
14789: d520, <-8034($27), ->8033($88)
14790: d520, <-298($55), ->297($74)
14791: d717, <-21288($60), ->21287($26)
14792: d717, <-1416($22), ->1415($76)
14793: d625, <-17388($24), ->17387($72)
14794: d625, <-2918($52), ->2917($3)
14795: d329, <-18296($20), ->18295($2)
14796: d329, <-3834($67), ->3833($76)
14797: d777, <-4804($56), ->4803($8)
14798: d777, <-24844($14), ->24843($23)
14799: d181, <-4818($14), ->4817($91)
14800: d181, <-150($82), ->149($97)
14801: d199, <-22680($61), ->22679($16)
14802: d199, <-13282($70), ->13281($40)
14803: d97, <-16028($79), ->16027($23)
14804: d97, <-5814($37), ->5813($69)
14805: d125, <-3068($41), ->3067($58)
14806: d125, <-13752($7), ->13751($4)
14807: d101, <-13494($41), ->13493($13)
14808: d101, <-4486($40), ->4485($7)
14809: d798, <-4182($74), ->4181($41)
14810: d798, <-7764($13), ->7763($46)
14811: d226, <-18142($79), ->18141($4)
14812: d226, <-7630($54), ->7629($34)
14813: d413, <-842($26), ->841($11)
14814: d413, <-920($12), ->919($40)
14815: d385, <-5480($92), ->5479($30)
14816: d385, <-16268($18), ->16267($10)
14817: d279, <-22670($24), ->22669($43)
14818: d279, <-18456($96), ->18455($13)
14819: d725, <-24040($100), ->24039($11)
14820: d725, <-7882($18), ->7881($79)
14821: d398, <-13770($84), ->13769($18)
14822: d398, <-20040($18), ->20039($92)
14823: d76, <-15936($36), ->15935($73)
14824: d76, <-21918($80), ->21917($16)
14825: d154, <-2402($74), ->2401($48)
14826: d154, <-1414($77), ->1413($99)
14827: d652, <-7578($47), ->7577($78)
14828: d652, <-21546($58), ->21545($12)
14829: d215, <-4122($43), ->4121($16)
14830: d215, <-8016($76), ->8015($48)
14831: d449, <-6196($10), ->6195($48)
14832: d449, <-22900($40), ->22899($70)
14833: d465, <-23030($66), ->23029($71)
14834: d465, <-19538($76), ->19537($13)
14835: d778, <-3016($17), ->3015($68)
14836: d778, <-9964($53), ->9963($98)
14837: d555, <-7452($1), ->7451($48)
14838: d555, <-24988($49), ->24987($88)
14839: d400, <-19072($64), ->19071($34)
14840: d400, <-6718($11), ->6717($15)
14841: d339, <-23626($5), ->23625($73)
14842: d339, <-12546($22), ->12545($48)
14843: d390, <-2412($93), ->2411($7)
14844: d390, <-21464($32), ->21463($59)
14845: d221, <-23102($69), ->23101($72)
14846: d221, <-9638($40), ->9637($41)
14847: d563, <-8438($64), ->8437($68)
14848: d563, <-15968($73), ->15967($78)
14849: d441, <-20348($59), ->20347($26)
14850: d441, <-14906($39), ->14905($100)
14851: d277, <-5058($9), ->5057($50)
14852: d277, <-12296($57), ->12295($16)
14853: d493, <-3480($6), ->3479($31)
14854: d493, <-23048($11), ->23047($23)
14855: d144, <-5006($2), ->5005($85)
14856: d144, <-7246($25), ->7245($87)
14857: d156, <-23794($75), ->23793($43)
14858: d156, <-11872($40), ->11871($71)
14859: d484, <-7536($53), ->7535($65)
14860: d484, <-15026($50), ->15025($30)
14861: d773, <-9710($27), ->9709($57)
14862: d773, <-22462($4), ->22461($26)
14863: d602, <-16362($94), ->16361($10)
14864: d602, <-1188($57), ->1187($22)
14865: d13, <-24270($7), ->24269($20)
14866: d13, <-2524($37), ->2523($24)
14867: d105, <-6352($31), ->6351($68)
14868: d105, <-21684($56), ->21683($12)
14869: d365, <-24608($59), ->24607($88)
14870: d365, <-16524($47), ->16523($2)
14871: d364, <-11314($9), ->11313($31)
14872: d364, <-2398($53), ->2397($86)
14873: d559, <-15820($25), ->15819($22)
14874: d559, <-436($74), ->435($22)
14875: d397, <-7772($21), ->7771($44)
14876: d397, <-9418($71), ->9417($9)
14877: d387, <-9544($55), ->9543($71)
14878: d387, <-21000($87), ->20999($22)
14879: d757, <-6184($71), ->6183($86)
14880: d757, <-18276($9), ->18275($90)
14881: d140, <-15274($54), ->15273($78)
14882: d140, <-6622($86), ->6621($61)
14883: d327, <-22140($39), ->22139($59)
14884: d327, <-3734($83), ->3733($25)
14885: d259, <-19288($92), ->19287($28)
14886: d259, <-17884($99), ->17883($77)
14887: d135, <-23434($41), ->23433($56)
14888: d135, <-12240($29), ->12239($7)
14889: d645, <-10248($4), ->10247($73)
14890: d645, <-22804($56), ->22803($62)
14891: d200, <-4778($92), ->4777($80)
14892: d200, <-19292($62), ->19291($71)
14893: d787, <-6680($21), ->6679($69)
14894: d787, <-16016($65), ->16015($35)
14895: d24, <-6496($64), ->6495($86)
14896: d24, <-4976($18), ->4975($31)
14897: d248, <-2262($97), ->2261($39)
14898: d248, <-23936($77), ->23935($50)
14899: d272, <-19760($4), ->19759($73)
14900: d272, <-2004($80), ->2003($14)
14901: d587, <-5128($18), ->5127($53)
14902: d587, <-1564($83), ->1563($4)
14903: d231, <-21146($8), ->21145($60)
14904: d231, <-4014($10), ->4013($21)
14905: d442, <-19668($27), ->19667($9)
14906: d442, <-17108($12), ->17107($31)
14907: d361, <-1816($85), ->1815($74)
14908: d361, <-20028($48), ->20027($53)
14909: d494, <-10968($8), ->10967($98)
14910: d494, <-22684($33), ->22683($65)
14911: d252, <-8232($77), ->8231($10)
14912: d252, <-3970($15), ->3969($89)
14913: d65, <-5948($65), ->5947($75)
14914: d65, <-10972($58), ->10971($40)
14915: d187, <-20520($59), ->20519($54)
14916: d187, <-8728($32), ->8727($98)
14917: d647, <-13102($37), ->13101($78)
14918: d647, <-14482($77), ->14481($45)
14919: d72, <-21286($77), ->21285($23)
14920: d72, <-4302($95), ->4301($16)
14921: d95, <-17428($44), ->17427($7)
14922: d95, <-21398($2), ->21397($71)
14923: d10, <-2910($88), ->2909($35)
14924: d10, <-14260($72), ->14259($15)
14925: d762, <-16422($52), ->16421($58)
14926: d762, <-1072($58), ->1071($90)
14927: d330, <-9392($46), ->9391($81)
14928: d330, <-560($98), ->559($91)
14929: d767, <-12730($1), ->12729($8)
14930: d767, <-13930($48), ->13929($26)
14931: d147, <-23170($41), ->23169($5)
14932: d147, <-19406($86), ->19405($84)
14933: d622, <-15834($23), ->15833($98)
14934: d622, <-17304($12), ->17303($92)
14935: d402, <-10808($45), ->10807($82)
14936: d402, <-20026($98), ->20025($72)
14937: d326, <-12810($77), ->12809($52)
14938: d326, <-9272($71), ->9271($45)
14939: d232, <-23222($67), ->23221($7)
14940: d232, <-15194($66), ->15193($5)
14941: d30, <-17824($35), ->17823($66)
14942: d30, <-13622($1), ->13621($51)
14943: d88, <-7872($43), ->7871($97)
14944: d88, <-22704($63), ->22703($18)
14945: d552, <-18740($83), ->18739($87)
14946: d552, <-19496($85), ->19495($88)
14947: d602, <-17918($24), ->17917($83)
14948: d602, <-4780($89), ->4779($6)
14949: d340, <-20156($62), ->20155($95)
14950: d340, <-8406($21), ->8405($67)
14951: d29, <-2058($58), ->2057($50)
14952: d29, <-20876($10), ->20875($47)
14953: d138, <-12762($46), ->12761($10)
14954: d138, <-13240($93), ->13239($22)
14955: d336, <-4358($32), ->4357($71)
14956: d336, <-8612($72), ->8611($25)
14957: d22, <-7974($101), ->7973($97)
14958: d22, <-9114($72), ->9113($39)
14959: d241, <-21724($94), ->21723($4)
14960: d241, <-24474($75), ->24473($23)
14961: d64, <-12000($37), ->11999($63)
14962: d64, <-14914($70), ->14913($93)
14963: d129, <-11030($74), ->11029($66)
14964: d129, <-1450($33), ->1449($95)
14965: d409, <-13020($4), ->13019($11)
14966: d409, <-6982($42), ->6981($15)
14967: d445, <-10418($89), ->10417($56)
14968: d445, <-22366($92), ->22365($60)
14969: d179, <-15008($46), ->15007($50)
14970: d179, <-23922($74), ->23921($96)
14971: d606, <-19254($100), ->19253($53)
14972: d606, <-22304($73), ->22303($37)
14973: d300, <-9036($80), ->9035($66)
14974: d300, <-2264($55), ->2263($52)
14975: d401, <-24184($9), ->24183($82)
14976: d401, <-7342($5), ->7341($79)
14977: d399, <-13482($99), ->13481($3)
14978: d399, <-8736($78), ->8735($58)
14979: d422, <-1718($54), ->1717($30)
14980: d422, <-25252($48), ->25251($54)
14981: d634, <-5224($85), ->5223($59)
14982: d634, <-13948($26), ->13947($90)
14983: d111, <-11858($36), ->11857($27)
14984: d111, <-6228($78), ->6227($46)
14985: d161, <-1828($94), ->1827($20)
14986: d161, <-1398($97), ->1397($77)
14987: d103, <-20018($8), ->20017($71)
14988: d103, <-6456($61), ->6455($46)
14989: d526, <-2044($75), ->2043($40)
14990: d526, <-2704($61), ->2703($5)
14991: d764, <-2100($25), ->2099($22)
14992: d764, <-450($37), ->449($45)
14993: d677, <-5398($10), ->5397($87)
14994: d677, <-8760($13), ->8759($67)
14995: d532, <-20502($72), ->20501($61)
14996: d532, <-7336($16), ->7335($54)
14997: d798, <-14492($98), ->14491($51)
14998: d798, <-7764($13), ->7763($46)
14999: d296, <-1094($79), ->1093($67)
15000: d296, <-13340($34), ->13339($57)
15001: d710, <-21752($7), ->21751($21)
15002: d710, <-5116($54), ->5115($50)
15003: d291, <-2592($16), ->2591($27)
15004: d291, <-5044($69), ->5043($97)
15005: d260, <-9408($96), ->9407($45)
15006: d260, <-15380($78), ->15379($65)
15007: d180, <-998($16), ->997($36)
15008: d180, <-17424($70), ->17423($71)
15009: d42, <-11364($15), ->11363($80)
15010: d42, <-25058($8), ->25057($70)
15011: d178, <-6508($84), ->6507($75)
15012: d178, <-20150($4), ->20149($61)
15013: d336, <-12574($4), ->12573($66)
15014: d336, <-5062($73), ->5061($54)
15015: d242, <-6960($92), ->6959($98)
15016: d242, <-8978($47), ->8977($51)
15017: d705, <-20250($66), ->20249($42)
15018: d705, <-18392($97), ->18391($4)
15019: d90, <-2706($24), ->2705($27)
15020: d90, <-9256($51), ->9255($75)
15021: d338, <-9462($51), ->9461($37)
15022: d338, <-17678($50), ->17677($80)
15023: d601, <-14864($14), ->14863($41)
15024: d601, <-14340($40), ->14339($20)
15025: d485, <-12582($2), ->12581($89)
15026: d485, <-16114($22), ->16113($90)
